"Feature","GSM926651_Boeckel_K2.CEL","GSM926652_Boeckel_K3.CEL","GSM926653_Boeckel_K4.CEL","GSM926654_Boeckel_S2.CEL","GSM926655_Boeckel_S3.CEL","GSM926656_Boeckel_S4.CEL","GSM926657_Boeckel_K2.CEL","GSM926658_Boeckel_K3.CEL","GSM926659_Boeckel_K4.CEL","GSM926660_Boeckel_S2.CEL","GSM926661_Boeckel_S3.CEL","GSM926662_Boeckel_S4.CEL"
"TOB1",9.160800384,9.361947684,9.316503641,9.333799498,9.527740322,9.395437776,9.160800384,9.361947684,9.316503641,9.333799498,9.527740322,9.395437776
"LINC01587",5.776632496,5.884872523,5.496255135,5.838194871,5.480213131,5.930318901,5.776632496,5.884872523,5.496255135,5.838194871,5.480213131,5.930318901
"AKAP9",8.395323326,8.464801266,8.73955058,8.397724643,8.54346945,8.397023795,8.395323326,8.464801266,8.73955058,8.397724643,8.54346945,8.397023795
"CLEC3A",5.01637809,5.072032365,5.044379574,5.026277929,5.060768596,5.050243567,5.01637809,5.072032365,5.044379574,5.026277929,5.060768596,5.050243567
"FAM13A",8.32909804,8.067235253,8.255628156,8.369726734,7.947509213,8.404397217,8.32909804,8.067235253,8.255628156,8.369726734,7.947509213,8.404397217
"SUGP2",9.356766135,9.335148303,9.419325511,9.358031683,9.348421579,9.361943765,9.356766135,9.335148303,9.419325511,9.358031683,9.348421579,9.361943765
"EBI3",7.396050441,7.825141431,7.548061087,7.211937856,7.583377901,7.417644002,7.396050441,7.825141431,7.548061087,7.211937856,7.583377901,7.417644002
"ADGRG2",4.876428639,4.990758339,4.812383722,4.859319801,4.917782153,4.957480013,4.876428639,4.990758339,4.812383722,4.859319801,4.917782153,4.957480013
"CDH17",4.707025573,4.704758935,4.679695985,4.557606462,4.70929221,4.790558374,4.707025573,4.704758935,4.679695985,4.557606462,4.70929221,4.790558374
"MBNL2",11.76868612,11.76692596,11.91374757,11.85718962,11.99037265,11.96297162,11.76868612,11.76692596,11.91374757,11.85718962,11.99037265,11.96297162
"ABI2",9.833817448,9.831030403,10.07876888,9.829971939,9.897599165,9.815338953,9.833817448,9.831030403,10.07876888,9.829971939,9.897599165,9.815338953
"CEBPZ",7.840313028,7.090945304,8.230666162,8.285654995,7.180960339,7.974586155,7.840313028,7.090945304,8.230666162,8.285654995,7.180960339,7.974586155
"PLXNC1",5.463088595,5.505577389,5.494785502,5.463131834,5.442614789,5.431865621,5.463088595,5.505577389,5.494785502,5.463131834,5.442614789,5.431865621
"AASS",9.615786879,9.785691058,10.07026188,9.611056245,9.735014664,9.733091829,9.615786879,9.785691058,10.07026188,9.611056245,9.735014664,9.733091829
"PDZK1IP1",6.948480966,7.380149499,6.716934857,6.557268237,7.118001401,6.788060113,6.948480966,7.380149499,6.716934857,6.557268237,7.118001401,6.788060113
"ATP6AP2",12.20539249,12.43121147,12.30224505,12.37225143,12.4118195,12.27474294,12.20539249,12.43121147,12.30224505,12.37225143,12.4118195,12.27474294
"CDH18",5.383034916,5.466016365,5.303158042,5.526666571,5.301745974,5.30359431,5.383034916,5.466016365,5.303158042,5.526666571,5.301745974,5.30359431
"FARP1",10.94722863,10.89390428,10.7457649,11.00738705,10.80333563,10.93466686,10.94722863,10.89390428,10.7457649,11.00738705,10.80333563,10.93466686
"LPAR6",7.834460508,8.451200466,8.44753526,8.119856208,8.532622903,8.62441993,7.834460508,8.451200466,8.44753526,8.119856208,8.532622903,8.62441993
"LPCAT3",10.73106484,10.69264973,10.86252547,10.64378357,10.45931301,10.60184903,10.73106484,10.69264973,10.86252547,10.64378357,10.45931301,10.60184903
"WASF2",12.09120897,12.14022536,12.04491163,11.91263548,12.14666908,11.89785839,12.09120897,12.14022536,12.04491163,11.91263548,12.14666908,11.89785839
"CHST4",5.989199947,6.351523286,6.285286772,6.199884755,6.272575653,6.292332637,5.989199947,6.351523286,6.285286772,6.199884755,6.272575653,6.292332637
"SLC25A13",10.02453407,9.793257475,9.829178099,10.1377893,10.06854162,9.989394763,10.02453407,9.793257475,9.829178099,10.1377893,10.06854162,9.989394763
"ZNF197",6.294536004,6.369680408,6.429752661,6.366235277,6.466753407,6.348586441,6.294536004,6.369680408,6.429752661,6.366235277,6.466753407,6.348586441
"CDK2",10.95493634,10.40159241,10.46587164,10.85937633,10.445796,10.58104343,10.95493634,10.40159241,10.46587164,10.85937633,10.445796,10.58104343
"DHRS9",5.358663353,5.327762827,5.327030556,5.258340262,5.288682322,5.455577824,5.358663353,5.327762827,5.327030556,5.258340262,5.288682322,5.455577824
"RCL1",9.177393261,9.077240961,9.320421192,9.280782216,9.228490302,9.310393305,9.177393261,9.077240961,9.320421192,9.280782216,9.228490302,9.310393305
"ZNF256",7.834224405,7.754430757,7.924866123,7.986556507,7.737959043,7.816564323,7.834224405,7.754430757,7.924866123,7.986556507,7.737959043,7.816564323
"SORBS3",9.226791776,9.194088995,9.124517791,9.044975635,9.068282118,8.970028931,9.226791776,9.194088995,9.124517791,9.044975635,9.068282118,8.970028931
"CNIH1",11.00704981,10.96378948,11.0813384,11.2636331,11.27792413,11.17416944,11.00704981,10.96378948,11.0813384,11.2636331,11.27792413,11.17416944
"TENM1",5.504335895,5.445119044,5.259518495,5.447511134,5.323326577,5.476118197,5.504335895,5.445119044,5.259518495,5.447511134,5.323326577,5.476118197
"RBM7",7.707306303,7.878204039,8.151930533,8.005515169,8.54597611,8.116818653,7.707306303,7.878204039,8.151930533,8.005515169,8.54597611,8.116818653
"RBM6",6.57480056,6.523373539,6.555772646,6.235228802,6.327017328,6.323161642,6.57480056,6.523373539,6.555772646,6.235228802,6.327017328,6.323161642
"RBM5",10.68497685,10.96004426,11.154298,10.72397351,10.83626534,10.95218477,10.68497685,10.96004426,11.154298,10.72397351,10.83626534,10.95218477
"LHFPL2",10.45712949,10.62045651,10.69207291,10.52719532,10.57155718,10.69116662,10.45712949,10.62045651,10.69207291,10.52719532,10.57155718,10.69116662
"LHFPL6",11.48409803,11.38581882,11.46287555,11.56995619,11.49229927,11.58456996,11.48409803,11.38581882,11.46287555,11.56995619,11.49229927,11.58456996
"TNK2",9.104256163,9.218749723,9.006842421,9.062111445,9.041845549,9.069650183,9.104256163,9.218749723,9.006842421,9.062111445,9.041845549,9.069650183
"ALYREF",9.249289646,9.398120138,9.386694275,9.383640011,9.430738987,9.292864309,9.249289646,9.398120138,9.386694275,9.383640011,9.430738987,9.292864309
"TXNDC9",9.392818141,9.312947716,9.405578322,9.553055886,9.391064063,9.441607523,9.392818141,9.312947716,9.405578322,9.553055886,9.391064063,9.441607523
"LINC01580",5.105334356,5.143656806,5.252069208,4.914919148,4.767134733,5.021998221,5.105334356,5.143656806,5.252069208,4.914919148,4.767134733,5.021998221
"ZBTB46-AS1",5.011509732,4.868846918,5.494549447,5.198460706,5.388427255,5.033406255,5.011509732,4.868846918,5.494549447,5.198460706,5.388427255,5.033406255
"LINC01657",5.863748731,5.622891902,5.867100885,5.471256865,5.715100027,5.779672066,5.863748731,5.622891902,5.867100885,5.471256865,5.715100027,5.779672066
"NTM-AS1",5.566829653,5.910887221,6.102162619,5.437500693,5.449885235,6.081951462,5.566829653,5.910887221,6.102162619,5.437500693,5.449885235,6.081951462
"RNF41",10.11407597,10.08230783,9.960249221,9.951760996,9.897273208,9.821756375,10.11407597,10.08230783,9.960249221,9.951760996,9.897273208,9.821756375
"TSHZ1",8.893605377,8.944922865,8.833518068,8.784483493,8.743493792,8.80237277,8.893605377,8.944922865,8.833518068,8.784483493,8.743493792,8.80237277
"ALG3",11.85491538,11.58052429,11.83392605,11.79670915,11.80471987,11.96633584,11.85491538,11.58052429,11.83392605,11.79670915,11.80471987,11.96633584
"PRMT3",7.628178061,7.440537847,7.786513616,7.792792966,7.746402132,7.773184461,7.628178061,7.440537847,7.786513616,7.792792966,7.746402132,7.773184461
"PSME3",12.13290635,11.92349713,12.03108268,12.14539969,12.09606699,12.16010623,12.13290635,11.92349713,12.03108268,12.14539969,12.09606699,12.16010623
"MPHOSPH9",8.770944394,8.51101976,8.981641722,8.835996132,8.661281122,8.895760706,8.770944394,8.51101976,8.981641722,8.835996132,8.661281122,8.895760706
"MPHOSPH10",8.525473578,8.50400756,8.657425052,8.538261883,8.455876091,8.407651413,8.525473578,8.50400756,8.657425052,8.538261883,8.455876091,8.407651413
"CDK5",10.88267371,11.07555982,10.85182206,10.92790752,11.0552054,10.84401577,10.88267371,11.07555982,10.85182206,10.92790752,11.0552054,10.84401577
"MPHOSPH6",7.7955505,7.636919651,8.067496628,8.06440022,7.792249092,8.078385728,7.7955505,7.636919651,8.067496628,8.06440022,7.792249092,8.078385728
"NME6",8.372423228,8.302863917,8.47713434,8.466223956,8.503186086,8.478289773,8.372423228,8.302863917,8.47713434,8.466223956,8.503186086,8.478289773
"DHRS2",6.711697095,6.981361593,6.55715539,6.831482276,6.632803026,6.882917541,6.711697095,6.981361593,6.55715539,6.831482276,6.632803026,6.882917541
"CALCRL",11.98100218,12.18781475,12.24763019,11.89257519,12.24077287,12.008669,11.98100218,12.18781475,12.24763019,11.89257519,12.24077287,12.008669
"NUTF2",13.52631716,13.50602191,13.36032784,13.42849167,13.27683821,13.36874293,13.52631716,13.50602191,13.36032784,13.42849167,13.27683821,13.36874293
"MPZL2",11.95137036,12.36366327,12.00894124,11.96264606,12.55823964,12.26272057,11.95137036,12.36366327,12.00894124,11.96264606,12.55823964,12.26272057
"PATJ",6.430157122,6.631181263,6.684045844,6.350610429,6.525997708,6.500895433,6.430157122,6.631181263,6.684045844,6.350610429,6.525997708,6.500895433
"USPL1",9.444907429,9.26816932,9.560224428,9.398961063,9.430978844,9.451888538,9.444907429,9.26816932,9.560224428,9.398961063,9.430978844,9.451888538
"EIF1",11.13977751,10.91737129,11.11719285,11.1903801,11.20541384,11.00182814,11.13977751,10.91737129,11.11719285,11.1903801,11.20541384,11.00182814
"TOPORS",8.553547061,8.526969346,8.806286387,8.702936922,8.74672439,8.759315081,8.553547061,8.526969346,8.806286387,8.702936922,8.74672439,8.759315081
"FLOT1",10.15762608,10.10404645,10.21186109,9.990158706,10.03329633,10.06538113,10.15762608,10.10404645,10.21186109,9.990158706,10.03329633,10.06538113
"DDX39A",9.698505203,9.465124169,9.460680843,9.667530456,9.369745342,9.546703429,9.698505203,9.465124169,9.460680843,9.667530456,9.369745342,9.546703429
"PSMD14",11.23731491,11.09681813,11.09029168,11.31588285,11.36304832,11.11542114,11.23731491,11.09681813,11.09029168,11.31588285,11.36304832,11.11542114
"PRG4",4.929938433,4.877335276,5.001890276,4.855639695,4.914956558,5.042707547,4.929938433,4.877335276,5.001890276,4.855639695,4.914956558,5.042707547
"ANGPTL7",6.205606921,6.057680126,5.964863413,6.069864107,5.938199746,5.965208021,6.205606921,6.057680126,5.964863413,6.069864107,5.938199746,5.965208021
"KLRG1",9.687477425,9.958311872,9.79975501,9.826363275,9.620822687,9.849031238,9.687477425,9.958311872,9.79975501,9.826363275,9.620822687,9.849031238
"CDK7",8.198351615,8.102751428,8.351839791,8.320805146,8.298005641,8.163240264,8.198351615,8.102751428,8.351839791,8.320805146,8.298005641,8.163240264
"GDF11",8.93651378,8.917533633,8.994856121,9.084478933,8.937638956,8.981706239,8.93651378,8.917533633,8.994856121,9.084478933,8.937638956,8.981706239
"TRIB1",10.67044997,10.1002064,10.35142915,10.76426996,10.28354881,10.48331309,10.67044997,10.1002064,10.35142915,10.76426996,10.28354881,10.48331309
"GPA33",6.500747224,6.602051836,6.280210157,6.487962941,6.201606427,6.637476422,6.500747224,6.602051836,6.280210157,6.487962941,6.201606427,6.637476422
"CD96",5.03839857,5.12683582,5.009382852,5.149287006,4.926494527,5.078733512,5.03839857,5.12683582,5.009382852,5.149287006,4.926494527,5.078733512
"PLIN3",10.83316672,10.85559525,10.73034223,10.87952912,10.86480265,10.85646009,10.83316672,10.85559525,10.73034223,10.87952912,10.86480265,10.85646009
"MFSD10",11.15545464,11.09735921,11.10069659,11.14423198,11.20191545,11.2847273,11.15545464,11.09735921,11.10069659,11.14423198,11.20191545,11.2847273
"STX6",9.894292555,10.03620813,10.0753471,9.957526458,10.01659867,9.932587943,9.894292555,10.03620813,10.0753471,9.957526458,10.01659867,9.932587943
"COQ7",7.411513651,7.468023077,7.63071042,7.507035528,7.44734464,7.579693244,7.411513651,7.468023077,7.63071042,7.507035528,7.44734464,7.579693244
"NBR2",9.141589025,9.293282935,9.396224445,9.141775198,9.390636884,9.396863051,9.141589025,9.293282935,9.396224445,9.141775198,9.390636884,9.396863051
"RCAN2",6.841106256,7.041656206,6.948573771,6.749909938,6.620339492,6.795033815,6.841106256,7.041656206,6.948573771,6.749909938,6.620339492,6.795033815
"MSLN",7.204352528,7.354969374,7.008086425,7.164356351,7.084847025,7.28419071,7.204352528,7.354969374,7.008086425,7.164356351,7.084847025,7.28419071
"LRRC23",7.691047123,7.88948067,7.897764152,7.682240789,7.793960752,7.754958916,7.691047123,7.88948067,7.897764152,7.682240789,7.793960752,7.754958916
"LRRC17",9.598182565,9.12590125,9.495369966,9.588824867,8.940331849,9.387620659,9.598182565,9.12590125,9.495369966,9.588824867,8.940331849,9.387620659
"RASGRP2",7.46138735,7.715845037,7.455893163,7.373799463,7.311191295,7.4190068,7.46138735,7.715845037,7.455893163,7.373799463,7.311191295,7.4190068
"HNRNPR",11.26630955,11.19555323,11.22598212,11.07783617,11.11245973,10.89501541,11.26630955,11.19555323,11.22598212,11.07783617,11.11245973,10.89501541
"SLC35B1",11.6934743,11.58531083,11.72756491,11.70472044,11.65046146,11.7400304,11.6934743,11.58531083,11.72756491,11.70472044,11.65046146,11.7400304
"DCAF7",11.56721187,11.46614637,11.57640189,11.76835647,11.88585413,11.77799578,11.56721187,11.46614637,11.57640189,11.76835647,11.88585413,11.77799578
"CDK8",9.687182644,9.643756356,9.669373651,9.90718417,9.942471616,9.86901255,9.687182644,9.643756356,9.669373651,9.90718417,9.942471616,9.86901255
"MRPS31",8.44314556,8.344738858,8.377645641,8.05330434,8.101018804,8.15225963,8.44314556,8.344738858,8.377645641,8.05330434,8.101018804,8.15225963
"CALCOCO2",9.629660322,9.81353883,9.480853324,9.665445919,10.02122687,9.61445886,9.629660322,9.81353883,9.480853324,9.665445919,10.02122687,9.61445886
"KCNMB2",5.354048514,5.449286936,4.996604502,5.364965103,5.030838555,5.40392189,5.354048514,5.449286936,4.996604502,5.364965103,5.030838555,5.40392189
"GPHN",8.002420141,7.975247521,8.182690721,7.861507067,7.945131302,7.874926198,8.002420141,7.975247521,8.182690721,7.861507067,7.945131302,7.874926198
"RABEPK",8.64556732,8.520110533,8.679684992,8.607927849,8.375613177,8.519579849,8.64556732,8.520110533,8.679684992,8.607927849,8.375613177,8.519579849
"TIMM17B",8.045568776,7.995451239,8.027297644,8.01724768,8.114391621,7.968354695,8.045568776,7.995451239,8.027297644,8.01724768,8.114391621,7.968354695
"SLC17A2",6.168350623,6.150253801,5.904583298,6.052178799,5.84938831,6.153306828,6.168350623,6.150253801,5.904583298,6.052178799,5.84938831,6.153306828
"RIDA",8.959848186,9.052798655,9.209642986,8.991571762,9.006880176,9.180338275,8.959848186,9.052798655,9.209642986,8.991571762,9.006880176,9.180338275
"POP7",9.978213787,9.814965757,9.936646195,10.08282655,9.731528589,9.866506281,9.978213787,9.814965757,9.936646195,10.08282655,9.731528589,9.866506281
"GLYAT",4.623956078,4.49167538,4.626212555,4.786858759,4.389383081,4.411484664,4.623956078,4.49167538,4.626212555,4.786858759,4.389383081,4.411484664
"SRRM1",10.83749448,10.48211898,10.72441724,10.59664397,10.36863814,10.55504047,10.83749448,10.48211898,10.72441724,10.59664397,10.36863814,10.55504047
"SPRY1",9.124548038,9.590189059,9.336482,8.954542907,9.221267937,8.866914568,9.124548038,9.590189059,9.336482,8.954542907,9.221267937,8.866914568
"SPRY2",10.92406954,10.50536218,10.7951678,11.01003102,10.83910301,10.94965965,10.92406954,10.50536218,10.7951678,11.01003102,10.83910301,10.94965965
"STAM2",10.33369099,10.34806156,10.56977688,10.53839795,10.58628863,10.67180999,10.33369099,10.34806156,10.56977688,10.53839795,10.58628863,10.67180999
"HCG9",6.658212674,6.744091684,6.501813066,6.474840911,6.20405224,6.326425029,6.658212674,6.744091684,6.501813066,6.474840911,6.20405224,6.326425029
"CNKSR1",6.523583278,6.670382268,6.356643738,6.613304826,6.523617001,6.62383763,6.523583278,6.670382268,6.356643738,6.613304826,6.523617001,6.62383763
"ABCC4",9.780804617,9.586822678,9.696234453,9.944715982,9.728841056,9.82664964,9.780804617,9.586822678,9.696234453,9.944715982,9.728841056,9.82664964
"CDKN1A",11.4057215,11.28456275,11.2643456,11.60674988,11.32004143,11.45044397,11.4057215,11.28456275,11.2643456,11.60674988,11.32004143,11.45044397
"IGSF6",5.766875481,5.868672676,5.776316607,5.829387254,5.645766852,5.746208465,5.766875481,5.868672676,5.776316607,5.829387254,5.645766852,5.746208465
"SF3B4",11.36675079,10.97173508,11.39834015,11.32774896,11.25812145,11.41010299,11.36675079,10.97173508,11.39834015,11.32774896,11.25812145,11.41010299
"CDK2AP2",9.857315256,9.965407545,10.0711831,9.71475636,9.535858699,9.853403847,9.857315256,9.965407545,10.0711831,9.71475636,9.535858699,9.853403847
"RAMP2",9.07245901,9.311340804,9.649458412,8.804126489,9.063456118,8.912845464,9.07245901,9.311340804,9.649458412,8.804126489,9.063456118,8.912845464
"RAMP1",7.854153854,8.171920282,7.647452444,8.158452686,7.826885026,8.215600088,7.854153854,8.171920282,7.647452444,8.158452686,7.826885026,8.215600088
"RAMP3",7.24850316,7.107959673,6.884305142,7.095952273,6.652285101,7.028726427,7.24850316,7.107959673,6.884305142,7.095952273,6.652285101,7.028726427
"ZMPSTE24",11.42829443,11.13622246,11.55295503,11.509853,11.44162379,11.44041809,11.42829443,11.13622246,11.55295503,11.509853,11.44162379,11.44041809
"CDKN1B",9.584592539,9.810643473,9.69533823,9.831469331,9.880283138,9.743223437,9.584592539,9.810643473,9.69533823,9.831469331,9.880283138,9.743223437
"AKAP8",9.993203447,9.933034027,9.919866807,10.05940955,9.950462279,9.986730771,9.993203447,9.933034027,9.919866807,10.05940955,9.950462279,9.986730771
"FSTL3",10.23242478,9.926850845,9.786706509,10.4875923,10.35910205,10.26249188,10.23242478,9.926850845,9.786706509,10.4875923,10.35910205,10.26249188
"LOC102724194",7.879228707,8.156673594,7.680834088,8.120591599,7.907826081,7.851145518,7.879228707,8.156673594,7.680834088,8.120591599,7.907826081,7.851145518
"STUB1",10.59203384,10.54800934,10.41740074,10.58337051,10.47564011,10.50630384,10.59203384,10.54800934,10.41740074,10.58337051,10.47564011,10.50630384
"STAG1",8.768133354,8.515458458,8.955891918,8.805344089,8.839930594,8.830370389,8.768133354,8.515458458,8.955891918,8.805344089,8.839930594,8.830370389
"NET1",9.391752001,9.422371431,9.063713397,9.290746752,8.977398061,9.13703783,9.391752001,9.422371431,9.063713397,9.290746752,8.977398061,9.13703783
"UBE4B",10.51553455,10.46280187,10.51471035,10.51535903,10.39965814,10.52476229,10.51553455,10.46280187,10.51471035,10.51535903,10.39965814,10.52476229
"EFS",7.81158332,8.010743452,7.74034848,7.831104185,7.751374895,7.861590315,7.81158332,8.010743452,7.74034848,7.831104185,7.751374895,7.861590315
"PRSS16",6.841473483,6.827831683,6.59465677,6.867389272,6.658506277,6.912723602,6.841473483,6.827831683,6.59465677,6.867389272,6.658506277,6.912723602
"CDKN1C",8.380061542,8.884780468,8.217054028,8.407039757,8.406278418,8.468635722,8.380061542,8.884780468,8.217054028,8.407039757,8.406278418,8.468635722
