"gene","X1.4hr.Con.1.y","X2.4hr.CA.1","X3.4hr.ABA.1","X4.4hr.ABTAA.1","X5.4hr.Con.2","X6.4hr.CA1.2","X7.4hr.ABA.2","X8.4hr.ABTAA.2"
"AGA",5.20993,5.2581,4.11614,3.61167,3.60884,3.85157,3.76682,4.38093
"AGAP1",5.85184,4.99541,5.27155,4.36202,6.67259,5.25703,5.24654,5.4718
"AGAP2",0.0132059,0.0707719,0,0,0.0137315,0.038943,0,0
"AGAP3",44.347,43.7694,42.9201,55.3043,44.7669,56.3212,45.5564,45.449
"AGAP4",0.388111,0.445584,0.447817,0.58828,0.23156,0.571339,0.0921657,0.139006
"AGAP6",3.45957,2.9212,3.2372,3.53627,2.69842,3.11771,3.64074,3.45733
"AGAP9",0.0848534,0.0606173,0.0571233,0.0261016,0.0590736,0.41636,0.0940394,0.0567378
"AGBL1",0,0,0,0,0,0,0,0
"AGBL2",0,0,0,0,0,0,0,0
"AGBL3",0.582146,0.902884,0.448424,0.426961,0.810427,0.609495,1.14546,0.555327
"AGBL4",0,0,0,0,0,0,0,0
"AGBL5",37.8408,43.6961,41.0052,46.6774,42.1273,41.055,45.8628,39.7229
"AGER",0,0,0,0,0,0,0,0
"AGFG1",14.5955,14.0475,16.2087,12.7795,14.9756,12.1895,16.2632,14.2299
"AGFG2",10.849,9.56118,10.4922,11.1145,12.8346,11.6458,9.97428,10.744
"AGGF1",5.17734,5.98951,6.24639,5.63851,5.55057,5.36668,6.22192,6.09003
"AGK",14.2788,12.0359,13.5915,12.7019,12.4769,11.8376,12.2191,13.4161
"AGL",1.62125,1.57078,1.74671,1.46947,1.45189,1.13798,1.57551,1.62685
"AGMAT",0.229863,0.223892,0.147366,0.250001,0.217756,0.348798,0.138868,0.125527
"AGMO",0.353365,0.0582522,0.301818,0.150443,0.482399,0.133387,0.271096,0.136279
"AGPAT1",4.54042,6.74065,5.54594,7.09066,4.92465,6.16988,6.04106,5.26928
"AGPAT2",14.0335,15.3156,15.3341,16.7103,15.7682,19.2578,13.4356,14.3353
"AGPAT3",18.1926,17.0747,18.1776,20.2173,20.2479,18.8328,18.0078,17.2395
"AGPAT4",4.23848,3.57327,3.57443,3.01971,4.22926,3.30774,4.50914,4.84125
"AGPAT5",4.82167,3.90092,4.02151,3.59479,3.83731,3.5193,3.65079,3.96574
"AGPS",7.13039,6.79429,7.83054,6.72473,7.29142,6.02516,7.13315,7.31292
"AGR2",0,0,0,0,0,0,0,0
"AGR3",0,0,0,0,0,0,0,0
"AGRN",19.062,20.6643,18.7864,28.7654,26.4971,31.87,21.0602,22.8364
"AGRP",2.59689,2.42636,1.79936,2.6595,2.13575,1.93582,2.72358,2.42261
"AGT",0,0,0,0,0,0,0,0
"AGTPBP1",4.15784,4.60513,4.15025,3.89671,4.5238,3.92416,4.05271,4.24824
"AGTR1",0,0,0,0,0,0,0,0
"AGTR2",0,0,0,0,0,0,0,0
"AGTRAP",29.8761,32.2252,26.5448,31.2924,30.0949,35.6942,24.0333,25.606
"AGXT",0,0,0,0,0,0,0,0
"AGXT2",0,0,0,0,0,0,0,0
"AHCTF1",4.65776,4.48398,4.7551,3.75205,4.72053,3.63076,5.15485,4.27726
"AHCY",60.2065,64.5538,60.0389,63.9325,61.5648,64.1585,56.0577,60.9194
"AHCYL1",32.0459,33.8229,35.5976,33.8851,31.9967,30.0775,38.5117,33.4053
"AHCYL2",8.9107,9.03641,9.36656,8.75899,8.61481,8.71593,9.49803,10.3699
"AHDC1",8.7398,8.55879,9.9425,9.45017,10.9326,10.3959,10.6153,9.24959
"AHI1",2.363,1.72396,2.33189,1.74413,1.74928,1.83668,1.88543,1.7365
"AHNAK",149.751,165.552,142.602,127.151,160.878,148.106,147.618,153.66
"AHNAK2",30.9075,33.42,34.3058,33.8416,35.1862,34.0011,33.5471,33.0934
"AHR",13.6045,14.1802,13.4021,10.5028,11.3948,11.383,12.2439,14.6031
"AHSA1",31.7873,32.0054,33.808,30.6797,27.5921,27.2016,27.6021,30.7217
"AHSG",0,0,0,0,0,0,0,0
"AHSP",0,0,0,0,0,0,0,0
"AICDA",0,0,0,0,0,0,0,0
"AIDA",19.365,16.7228,20.0362,18.2048,17.5158,17.7309,19.8808,16.1756
"AIF1",0,0,0,0,0,0,0,0
"AIFM1",8.14647,9.75386,8.63397,9.1788,7.52595,10.998,8.43549,9.13281
"AIFM2",0.789561,0.694366,0.73433,0.260775,0.696406,0.675878,1.05405,0.628238
"AIFM3",0,0,0,0,0,0.0288866,0,0
"AIG1",41.8559,49.2341,51.4816,43.7814,42.2267,35.7353,35.0204,27.544
"AIM2",0,0,0,0,0,0,0,0
"AIMP1",3.15669,2.92205,3.13744,3.77455,3.4931,2.90882,3.38096,3.28471
"AIMP2",42.9514,53.3065,43.7386,45.2266,41.6657,45.7162,43.2388,42.1911
"AIP",32.4492,30.9845,29.7975,33.9778,27.897,29.7631,32.3658,28.6501
"AIPL1",0.0238894,0,0,0,0,0,0,0.023935
"AIRE",0,0,0,0.1301,0,0,0.0779666,0
"AJAP1",0,0.0710012,0,0.0306235,0.0945885,0.194978,0,0.066525
"AJUBA",14.0036,8.51328,15.9797,10.2158,15.877,9.14947,15.2458,8.98091
"AK2",30.5899,33.3981,33.7596,30.5346,28.7692,33.2306,31.5967,31.6173
"AK3",26.1234,27.4994,25.9859,21.9774,24.4473,25.4657,24.6377,23.7444
"AK4",1.44635,2.01856,1.28414,1.42587,1.49187,1.91429,1.35398,1.45128
"AK5",4.41516,3.19929,3.79348,2.96073,6.91299,2.94555,4.23045,3.15214
"AK7",0.0252471,0.0270512,0,0,0,0,0,0.0506074
"AK8",0.194965,0.10447,0.197165,0.210239,0,0.0956481,0.216152,0.195742
"AKAP1",4.68846,5.43486,5.1709,6.25036,4.6709,5.60788,4.04175,5.17559
"AKAP10",11.7671,9.95264,11.3798,9.73612,9.22523,10.9628,12.0818,11.4015
"AKAP11",5.33788,4.56479,5.29177,5.67267,4.55816,4.10551,5.34973,5.04003
"AKAP12",30.393,25.1279,36.5831,23.7365,33.2223,24.9805,38.0103,25.4877
"AKAP13",11.6375,13.0665,13.1248,10.6473,9.38987,9.88166,10.7829,13.9488
"AKAP14",0,0,0,0,0,0,0,0
"AKAP3",0.0218919,0.0469113,0,0.0604694,0.182582,0,0.169769,0.087704
"AKAP4",0,0,0,0,0,0,0,0
"AKAP5",0.146813,0.146741,0.127683,0.0986718,0.0610004,0.163493,0.140795,0.166133
"AKAP6",0,0.0193831,0,0.0220896,0.0250442,0.0118611,0.00667482,0
"AKAP7",0.602555,0.338814,0.25043,0.504146,0.313673,0.377003,0.375341,0.520819
"AKAP8",6.31079,6.18856,6.4961,6.29149,7.35622,7.72176,5.50258,6.78888
"AKAP8L",16.5573,15.354,15.2508,17.7467,17.8832,15.5797,18.2501,16.3855
"AKAP9",4.86003,4.62577,4.65976,4.35383,3.82201,3.53678,4.96526,4.36905
"AKIP1",11.3881,10.2662,6.27145,10.1032,7.63539,8.63403,8.31507,8.71111
"AKIRIN1",10.3721,10.4234,11.3385,10.6427,10.5665,9.46094,11.6854,9.97438
"AKIRIN2",30.21,30.7601,30.0128,32.0536,34.079,38.1427,32.6825,33.2209
"AKNA",6.30397,6.01199,6.44442,7.68363,6.82125,7.95386,7.11161,7.71768
"AKNAD1",0,0,0,0,0,0.0212848,0,0.0434178
"AKR1A1",33.5694,33.7565,33.6838,35.019,32.6333,33.7662,30.3177,31.4794
"AKR1B1",89.2511,90.3138,88.297,90.1924,78.4658,82.0796,78.2651,86.6311
"AKR1B10",0,0.0954524,0,0.0826597,0,0,0,0
"AKR1B15",0,0,0,0,0,0,0,0
"AKR1C1",0.158493,0.113317,0,0.295232,0,0.0517601,0.117342,0.106618
"AKR1C2",0,0.0399833,0.112716,0.128836,0.0388698,0.0733128,0.0413333,0.0747032
"AKR1C3",14.2663,13.966,15.5801,11.627,9.96207,11.5217,11.3999,11.5827
"AKR1C4",0,0,0,0,0,0,0,0
"AKR1D1",0,0,0,0,0,0,0.0573723,0
"AKR1E2",0.883243,1.089,0.493204,1.18892,0.880256,0.952431,0.980162,1.0672
"AKR7A2",27.6994,28.3116,25.6815,35.893,35.3139,31.887,26.8798,27.1708
"AKR7A3",0.23982,0.12864,0.183608,0.335942,0.0631853,0.410976,0.33312,0.242417
"AKR7L",0,0,0,0.0895699,0,0.0633804,0.097328,0.064866
"AKT1",63.5744,59.2133,62.2225,67.0783,65.2583,61.3897,54.5961,63.6767
"AKT1S1",165.774,153.275,167.519,208.531,185.607,188.696,161.411,163.906
"AKT2",7.84407,6.85682,8.17671,7.14383,9.1664,8.19804,7.575,7.18481
"AKT3",0.639683,0.686912,0.754397,1.29552,0.388781,1.51804,2.23989,1.21021
"AKTIP",15.9239,13.1034,14.2095,13.2608,15.087,9.97448,13.682,13.411
"ALAD",8.53998,9.06011,9.88345,8.84765,8.75381,9.13619,7.4461,9.27257
"ALAS1",30.0061,25.0784,30.195,28.3042,29.5762,27.1503,28.2409,26.6506
"ALAS2",0,0,0,0,0,0,0,0
"ALB",0,0,0.0305522,0,0,0,0,0.0910211
"ALCAM",17.6259,16.8544,18.6358,17.5497,19.3258,16.353,21.732,18.5656
"ALDH16A1",3.1229,2.13811,2.61954,3.57301,2.8807,3.14874,2.65729,2.87404
"ALDH18A1",18.3045,19.968,20.1597,21.6118,19.7009,21.1343,19.7616,19.4706
"ALDH1A1",110.663,76.1974,95.6217,71.8126,96.8404,65.423,99.5307,76.5264
"ALDH1A2",25.4951,32.0558,26.0737,23.9873,19.0956,27.4458,24.9041,27.8041
"ALDH1A3",1.69785,1.43732,1.54788,1.638,2.08267,1.75423,1.92318,0.883159
"ALDH1B1",4.68626,6.05582,5.46122,6.4297,4.79034,5.57436,5.99075,4.43642
"ALDH1L1",0,0,0,0,0,0,0,0
"ALDH1L2",0.383695,0.54194,0.55981,0.439279,0.455268,0.479756,0.547288,0.493457
"ALDH2",40.635,39.8937,41.7111,45.7508,44.9549,44.1078,36.2502,42.9542
"ALDH3A1",0,0.0422252,0,0.146027,0,0.0772582,0,0.0396156
"ALDH3A2",5.45681,6.3411,5.8436,5.69998,5.23544,4.98079,4.83075,5.56137
"ALDH3B1",0.24668,0.237877,0.190526,0.113665,0.344901,0.210527,0.104669,0.3708
"ALDH3B2",0,0,0,0,0,0,0,0
"ALDH5A1",0.312216,0.720934,0.137966,0.653044,0.259216,0.441687,0.442316,0.549019
"ALDH6A1",19.2638,18.784,18.4584,17.4966,19.1475,18.0451,17.8941,20.7877
"ALDH7A1",17.4429,16.0442,14.636,15.4628,16.1319,15.0174,17.4798,17.458
"ALDH8A1",0.0844383,0.240806,0.0284389,0.0259926,0,0,0,0.0842816
"ALDH9A1",20.3097,17.5358,18.6538,19.2724,14.9464,16.9172,17.2278,20.9976
"ALDOA",2254.61,2416.67,2265.18,2478.03,2168.41,2526.25,2082.51,2150.68
"ALDOB",0,0.0297729,0,0,0.029011,0.272681,0.0307916,0.0278645
"ALDOC",2.05472,2.61587,2.82362,4.44849,5.07253,3.39936,2.84991,3.01613
"ALG1",3.40126,3.4487,3.68661,5.59772,3.57422,3.63244,3.34533,3.78141
"ALG10",1.78431,1.95989,2.14941,2.15605,1.70096,1.88672,1.67267,1.88551
"ALG10B",0.793173,0.866613,0.67659,0.886666,0.868054,0.933428,0.998291,1.10469
"ALG12",4.21648,3.56518,2.62752,4.07241,3.30147,4.75894,3.30518,3.81851
"ALG13",8.28648,6.93627,7.41512,10.2763,7.29825,8.06826,8.45989,9.16478
"ALG14",13.0777,17.4838,12.4194,15.8586,12.6793,13.8889,18.4198,18.2864
"ALG1L2",0,0,0,0.153777,0,0,0,0.082994
"ALG2",13.855,14.1365,13.9498,12.0871,13.39,12.2882,12.512,12.5826
"ALG3",73.9291,74.5147,72.9669,77.683,71.181,86.512,75.4622,76.1648
"ALG5",7.85506,7.16487,6.19304,7.65629,5.64782,6.88047,5.3434,6.00651
"ALG6",2.56855,2.56395,2.60556,2.48781,2.47279,2.04451,2.13339,2.0838
"ALG8",16.9896,18.2394,19.7471,20.4722,15.4167,14.1056,18.2702,17.243
"ALG9",14.3401,15.417,15.2499,13.9098,15.5772,12.9529,15.6143,15.8959
"ALK",0,0,0,0,0,0,0.0112283,0
"ALKBH1",6.0535,5.1497,7.55793,5.67303,5.74623,4.86577,5.13981,5.72432
"ALKBH2",4.07122,3.28145,3.34482,3.04637,2.97247,4.24653,3.33731,2.10142
"ALKBH3",9.31306,9.46114,8.32945,6.91732,7.13129,8.12102,7.13586,8.06726
"ALKBH4",0.999348,0.898316,1.5321,1.31092,0.943711,0.822345,1.64398,1.5535
"ALKBH5",27.5947,19.7274,25.9534,30.9238,26.1764,26.9663,22.5914,26.9466
"ALKBH6",16.0394,14.7365,13.7736,13.4826,11.2602,18.0453,11.7851,11.4763
"ALKBH7",15.1553,14.4944,15.9719,18.4529,18.9111,18.5888,15.2737,14.8536
"ALKBH8",1.95234,3.0175,2.55019,2.28731,1.69867,2.88402,1.71152,2.93176
"ALLC",0,0,0,0,0,0,0,0
"ALMS1",2.62332,3.49302,3.19439,2.82345,3.01718,2.75544,3.43413,3.43849
"ALOX12",0.430015,0.460795,0.11581,0.476262,0.329343,0.253194,0.317722,0.258804
"ALOX12B",0,0,0,0,0,0,0,0
"ALOX15",0,0,0,0,0,0,0,0
"ALOX15B",0,0,0.0544331,0,0,0,0,0
"ALOX5",0,0,0,0,0.117974,0.0277106,0,0
"ALOX5AP",0.0891243,0.6699,0.275696,0.252486,0,0.261313,0.19856,0.362973
"ALOXE3",0.122091,0.0871953,0.102463,0.0561658,0.296821,0,0.0901451,0.101849
"ALPI",0,0,0,0,0,0,0,0
"ALPK1",2.49196,1.49902,0.978487,2.27018,1.87395,2.50769,1.34327,2.3186
"ALPK2",0,0,0,0,0,0,0,0
"ALPK3",10.6145,11.9831,12.6895,13.6154,12.1799,12.9081,13.9846,13.7602
"ALPL",0.110885,0.138216,0.236409,0.162039,0,0.143536,0.0972696,0.264564
"ALPP",0,0,0,0,0,0,0,0
"ALS2",8.40468,9.63503,9.18522,9.48733,9.75748,9.01436,9.975,9.03509
"ALS2CL",0.456219,0.741377,0.373147,1.08957,0.734609,1.11436,0.524995,0.990642
"ALX1",10.7807,8.17717,7.97613,9.14183,7.16837,6.78078,6.75887,8.92317
"ALX3",1.18985,1.36005,1.13724,1.71017,1.28409,1.39382,1.43076,1.22279
"ALX4",0,0.0125213,0,0,0,0,0,0.011679
"ALYREF",31.2158,30.3532,29.1426,31.4723,32.7682,33.4732,28.7098,31.6271
"AMBN",0,0,0,0,0,0,0,0
"AMBP",0,0,0,0,0,0,0,0
"AMBRA1",5.66469,5.68949,5.80934,7.75644,6.31564,7.5103,6.10163,6.11459
"AMD1",8.59998,8.92523,10.1726,8.20262,8.22059,9.17657,10.6211,9.30914
"AMDHD1",0,0,0.0970172,0,0.0334368,0,0,0.0963287
"AMDHD2",5.08329,4.07829,2.96677,4.25226,4.75311,6.15576,4.23452,2.92509
"AMELX",0,0,0,0,0,0,0,0
"AMELY",0,0,0,0,0,0,0,0
"AMFR",13.3757,12.4808,13.6435,13.9344,13.2273,12.0647,13.1007,12.3131
"AMHR2",0,0,0,0,0,0.0731484,0,0
"AMIGO1",0.517373,0.437668,0.879589,0.527494,0.59697,0.64139,0.663858,0.464175
"AMIGO2",9.98893,10.8372,11.4823,10.2301,10.028,9.92095,10.3905,12.5303
"AMIGO3",1.55942,1.69455,1.95314,1.53841,1.74177,1.85905,1.08577,1.82952
"AMMECR1",6.49631,7.17176,6.51393,6.09385,6.6929,5.35693,6.01894,6.71928
"AMMECR1L",8.41428,8.56142,9.6997,7.25967,11.0104,6.91251,9.98644,8.11266
"AMN",0,0,0,0,0,0,0,0
"AMN1",3.2749,2.74828,3.15186,2.37244,2.88689,2.51877,3.33387,3.17381
"AMOT",2.09221,2.15208,2.66732,2.10043,2.4125,2.29112,2.38474,2.4409
"AMOTL1",10.5472,10.7988,12.2828,10.9211,11.0438,10.8738,11.351,11.1653
"AMOTL2",27.3243,23.2095,27.924,24.2718,31.8851,25.689,27.3762,21.432
"AMPD1",0,0,0,0,0,0,0,0
"AMPD2",13.0205,14.58,13.094,17.3623,14.1082,17.5893,14.7414,13.6307
"AMPD3",0.636737,0.627114,0.529078,0.934153,0.813291,0.875784,0.382986,0.939327
"AMPH",49.7524,41.4091,52.726,39.9812,53.5016,38.9561,45.4326,44.7409
"AMTN",0,0,0,0,0,0.0770887,0,0
"AMY1A",0,0,0,0,0,0,0,0
"AMY2A",0,0,0,0,0,0,0,0
"AMZ1",0,0.046974,0,0.107377,0.0912382,0.0143599,0.0161831,0.0292274
"AMZ2",33.8934,43.6925,36.6554,38.6315,33.2616,34.0515,31.6452,36.9165
"ANAPC1",16.4725,18.1319,18.1876,18.2534,16.6713,16.9894,18.4886,17.521
"ANAPC10",1.38971,2.47538,2.45712,1.68151,1.38195,2.281,2.56914,1.77342
"ANAPC11",45.1038,41.1098,39.4236,28.4557,34.7115,41.5278,36.5686,34.7164
"ANAPC13",15.2479,18.5134,17.4895,13.9733,15.0684,16.2841,16.3271,15.4757
"ANAPC16",4.08013,4.2737,4.07222,4.11374,3.47749,3.49109,3.31662,3.82911
"ANAPC2",8.85668,9.24266,8.78569,9.59931,10.3179,10.2564,10.2403,8.33491
"ANAPC4",6.01869,4.8153,5.5564,4.56906,6.67086,4.5255,4.54643,6.96671
"ANAPC5",28.0986,29.7743,27.0101,26.9004,28.2471,27.2773,29.2723,28.3263
"ANAPC7",21.868,22.2879,22.2407,21.2169,22.7849,22.9414,23.3602,21.8425
"ANGEL1",8.22293,8.89233,8.17906,9.41515,10.3547,9.54802,8.78133,10.6575
"ANGEL2",4.58886,5.07683,5.09719,4.69658,4.16628,4.78577,5.11158,5.00042
"ANGPT1",0,0.0159566,0.0299509,0.0273588,0.0309948,0.0731663,0.0329837,0.178719
"ANGPT2",12.1326,7.71287,14.7472,6.79679,10.9983,6.11892,13.3667,7.59154
"ANGPT4",0,0,0,0,0,0,0,0
"ANGPTL1",0.0184356,0.13824,0.148435,0.101713,0.0384011,0.108625,0.0204146,0.0553392
"ANGPTL2",10.9245,12.3647,11.8367,13.8655,11.143,12.0719,11.4857,13.6857
"ANGPTL3",0,0,0,0,0,0,0,0
"ANGPTL4",7.38971,7.56714,6.76474,12.1446,11.7651,10.7024,7.62567,7.28929
"ANGPTL5",0,0,0,0.0263347,0,0.0560045,0,0
"ANGPTL6",0.785995,0.521545,0.530788,0.970423,0.94052,0.734189,0.373605,0.827727
"ANGPTL7",0.0911242,0.0650921,0.122762,0.16829,0.0318158,0,0.033664,0
"ANK1",0.404963,0.336677,0.19938,0.223967,0.260299,0.503631,0.359202,0.119437
"ANK2",0.00436452,0.00467525,0.00791232,0,0.00819133,0,0.00872969,0
"ANK3",0.367748,0.368572,0.478705,0.283227,0.502583,0.323897,0.283665,0.344687
"ANKAR",0.42452,0.397884,0.264771,0.222509,0.247579,0.283335,0.281062,0.246824
"ANKDD1A",1.33817,1.49755,1.32742,1.1966,1.41317,1.77077,2.15393,1.46744
"ANKFN1",0,0,0,0,0.029011,0,0.0923749,0
"ANKFY1",12.5886,12.5742,12.8783,13.6421,12.1528,13.1594,13.5953,13.1361
"ANKH",3.20274,3.33912,3.84321,3.36203,3.16536,3.26824,3.06751,3.44147
"ANKIB1",7.51056,6.10439,7.64766,5.9069,6.53065,5.61986,8.02293,6.62291
"ANKK1",0,0.0565474,0,0,0.0275403,0,0.029239,0
"ANKLE1",0.143204,0.276793,0.164828,0.23595,0.343803,0.326732,0.263882,0.211303
"ANKLE2",16.2523,15.7651,16.6784,14.9129,17.9443,16.8424,18.4142,14.9324
"ANKMY1",0.72799,0.788889,1.13531,0.486813,0.917879,1.11807,1.08152,0.566642
"ANKMY2",6.18559,6.41809,6.57159,4.16039,4.39122,5.71846,5.92144,7.11687
"ANKRA2",3.67977,4.17887,2.8323,4.0005,3.00195,3.09692,2.68944,3.5905
"ANKRD1",468.404,236.962,499.867,244.837,453.442,212.409,512.182,230.759
"ANKRD10",20.6555,21.1871,24.3234,19.61,22.9718,17.4941,23.4481,22.3671
"ANKRD11",29.0075,30.3998,30.8068,32.9966,29.8868,34.2879,31.07,33.2137
"ANKRD12",1.22891,1.17293,1.65834,0.965901,1.38085,0.9881,1.29782,1.09895
"ANKRD13A",13.4597,11.9089,13.1773,10.3416,10.8849,11.0563,11.9607,11.8205
"ANKRD13B",20.9471,20.3066,20.8796,25.8026,24.9707,28.4973,23.3045,21.8948
"ANKRD13C",8.27973,8.98573,9.17249,8.82881,10.9508,8.37197,8.16909,7.53988
"ANKRD13D",12.0657,11.1972,10.9362,12.471,14.9769,12.6526,13.9163,10.349
"ANKRD16",1.30514,1.27386,1.27488,1.55833,1.06639,1.46099,0.960805,1.23131
"ANKRD17",27.1867,24.9797,29.3132,27.0762,27.756,27.2391,30.674,27.4355
"ANKRD18A",0.0180024,0.0771558,0.181214,0.0165488,0.0562448,0.106105,0.0199351,0.0900781
"ANKRD18B",1.37438,0.939606,1.44938,0.805773,1.46179,1.6373,1.31166,1.43847
"ANKRD2",0.0497474,0.320079,0.101207,0.0462794,0,0.438741,0.120141,0.255579
"ANKRD22",0,0,0,0,0,0,0,0
"ANKRD24",0,0.0172582,0.0486091,0.044404,0.0167667,0.0632998,0.0178382,0
"ANKRD26",0.27132,0.514565,0.297186,0.35942,0.340921,0.552098,0.451898,0.439701
"ANKRD27",7.0599,6.04291,7.37706,5.31354,7.60587,6.5561,6.06396,6.3802
"ANKRD28",15.5619,15.8742,15.5794,15.2675,15.6919,14.0553,16.0111,15.3109
"ANKRD29",0.0895594,0.0639826,0.0301618,0.0551308,0.093567,0.087881,0.0661786,0.149769
"ANKRD30A",0,0,0,0,0,0,0,0
"ANKRD30B",0,0,0,0,0,0,0,0
"ANKRD30BL",0,0,0,0,0,0,0,0
"ANKRD31",0,0,0,0,0,0,0,0
"ANKRD33",0.282863,0.151588,0.0810081,0.133409,0.0418477,0.208092,0.166056,0.142099
"ANKRD33B",1.05354,0.880439,1.21501,0.978042,1.25255,1.1341,1.30944,0.821117
"ANKRD34A",0.718224,0.507063,0.638466,0.767277,0.664098,0.497107,0.463425,0.425009
"ANKRD34B",0,0,0,0,0,0,0,0
"ANKRD34C",0,0,0,0,0,0,0,0
"ANKRD35",0.117049,0.0208982,0.0392817,0.215325,0,0.0191561,0,0.136672
"ANKRD36",1.77613,2.32025,1.79205,1.08269,1.95274,1.15375,2.57666,2.13912
"ANKRD36B",1.01259,1.28188,1.32018,1.06205,1.21995,0.843244,1.30172,1.33975
"ANKRD37",1.25248,1.4757,0.441007,0.969227,2.24491,1.39387,0.835277,0.820576
"ANKRD40",28.558,24.5039,30.5942,23.9116,28.9731,23.1534,27.5016,28.0821
"ANKRD42",1.62087,1.22125,1.29639,1.38392,2.73465,1.46697,1.55591,1.52058
"ANKRD44",0.583002,0.623804,0.523189,0.406302,0.424437,0.36187,0.295186,0.67219
"ANKRD45",0.175073,0.187582,0.151365,0,0.0260932,0.368247,0,0.125325
"ANKRD46",2.84041,4.29112,3.22736,3.04721,3.40776,3.19887,3.10909,4.04423
"ANKRD49",2.37502,2.302,2.11732,1.90485,1.6055,1.98181,1.46416,2.32603
"ANKRD50",5.31311,4.88147,5.71391,5.15238,5.95354,4.35499,5.83323,4.90153
"ANKRD52",29.5142,27.5233,33.345,32.8749,35.4528,34.557,35.3546,28.1696
"ANKRD53",1.14753,0.999771,1.01481,1.04694,0.979566,0.998249,1.06666,0.961597
"ANKRD55",2.62611,2.2854,2.69986,2.17848,2.26621,1.99326,2.60984,2.43144
"ANKRD6",2.02446,1.88499,1.51252,1.13069,1.98865,1.69077,1.97052,1.81692
"ANKRD63",0,0,0,0,0,0,0,0
"ANKRD65",0,0.0464682,0,0,0,0.0424879,0,0.0873039
"ANKRD7",0,0,0,0,0.0566525,0,0,0
"ANKRD9",1.67007,1.15024,0.887931,1.36234,1.87264,1.60431,0.941113,1.21806
"ANKS1A",5.6158,6.7778,6.09387,8.38105,8.01625,7.51861,6.26853,6.9963
"ANKS1B",0.480039,0.242832,0.209499,0.164441,0.334939,0.300267,0.324509,0.356901
"ANKS3",2.23547,1.44053,1.56716,2.50542,2.03787,2.11283,1.37409,1.60538
"ANKS4B",0,0,0,0,0,0,0,0.0228619
"ANKS6",4.69667,3.9687,4.53962,3.86655,4.77041,5.21036,4.61809,4.09671
"ANKUB1",0,0,0,0,0,0,0,0
"ANKZF1",5.40798,5.02888,5.07896,6.23568,6.32098,6.45497,5.44765,6.72492
"ANLN",32.2843,29.1703,36.9255,31.7594,27.7942,28.5638,41.24,31.5074
"ANO1",0,0.0389231,0,0.0167025,0.018917,0.0262632,0.0201175,0.0181771
"ANO10",12.8601,14.6066,13.9281,15.592,16.2541,15.5705,15.9724,14.2141
"ANO2",3.60706,6.18712,3.69532,4.59674,4.23943,4.83266,5.45788,4.63127
"ANO3",0,0,0,0,0,0,0,0
"ANO4",0.110068,0.067369,0.0632427,0.0288854,0,0.0154442,0.0696319,0.047168
"ANO5",0.0952545,0.081625,0.191158,0.0611038,0.207817,0.121678,0.105401,0.161637
"ANO6",29.9716,25.8941,35.6293,26.586,32.8232,25.365,36.6555,29.7793
"ANO7",1.30108,1.19227,1.46681,1.10747,1.15603,2.11408,0.989023,1.22224
"ANO8",1.52842,1.55358,1.42701,1.66165,1.63897,1.9608,1.65756,1.59062
"ANO9",0,0,0,0,0,0.0226682,0,0
"ANP32A",48.1408,49.9175,45.7035,46.2468,47.4658,45.5862,40.1319,46.8771
"ANP32B",213.251,186.016,219.4,225.478,200.082,188.043,185.602,198.666
"ANP32D",0,0,0,0,0,0,0,0
"ANP32E",9.63423,8.44347,9.36019,10.0742,8.55094,8.94504,8.4709,9.31207
"ANPEP",283.075,300.075,282.471,343.033,293.183,329.181,284.602,298.544
"ANTXR1",4.67879,4.6243,4.80613,4.4036,4.69798,3.83967,4.84423,5.43047
"ANTXR2",6.42204,7.03361,7.25298,7.00712,6.80909,6.15198,6.96997,7.9379
"ANTXRL",0,0,0,0,0,0,0,0
"ANXA1",623.919,486.079,628.524,423.493,527.75,409.105,561.199,454.714
"ANXA10",0,0,0,0,0,0,0,0
"ANXA11",83.1861,85.7419,84.8455,96.331,96.6209,99.317,79.5241,88.0501
"ANXA13",0,0,0,0,0,0,0,0
"ANXA2",1467.68,1455.49,1344.62,1312.04,1256.13,1292.95,1300.31,1351.2
"ANXA3",10.2706,6.95235,9.61049,7.61703,8.04314,7.55943,8.94594,6.94553
"ANXA4",28.8916,27.6414,27.568,27.1787,25.3373,25.8245,20.081,28.0806
"ANXA5",283.487,277.689,283.463,271.27,245.26,231.266,242.558,253.13
"ANXA6",56.4167,60.6103,58.929,62.9607,57.5571,58.9847,54.2468,58.2431
"ANXA7",35.8346,31.8193,35.7731,31.4998,33.8067,28.2454,29.9839,32.7877
"ANXA8",0,0,0,0,0,0,0,0
"ANXA9",0.114591,0.163776,0.27091,0.10614,0.0800044,0,0,0.19202
"AOAH",0,0.0309444,0,0,0,0,0,0
"AOC2",0.325462,0.319672,0.379348,0.175119,0.270599,0.418369,0.210379,0.201015
"AOC3",0.048349,0.0690508,0.0324146,0,0.184483,0.0474873,0.0535287,0.0966989
"AOX1",0.0390391,0.069686,0.104582,0.0955247,0.0270594,0.140622,0.0432102,0.0130033
"AP1AR",4.13969,5.43122,5.07787,4.51284,4.66262,4.06477,4.26086,4.83195
"AP1B1",73.1373,72.2078,72.9099,79.2173,83.7904,77.6453,74.7495,70.5486
"AP1G1",26.1421,22.7285,24.56,21.588,23.9348,22.7069,25.0458,25.395
